seq_length,avg_time_ms,throughput,peak_memory_mb,memory_per_token_kb,estimated_gflops
128,26.473739173974884,150.66870677886678,42097.01953125,336776.15625,463.860662272
256,37.5128649593739,106.33056284193745,42149.4716796875,168597.88671875,927.721324544
512,62.81918354248733,63.49595489801371,42310.7509765625,84621.501953125,1855.442649088
1024,117.781223875753,33.865873640025626,42642.8095703125,42642.8095703125,3710.885298176
