batch_size,avg_time_ms,throughput,peak_memory_mb,latency_per_sample_ms
1,39.374204172242074,25.397338715101636,42149.6923828125,39.374204172242074
2,65.4861524861346,30.540807851300478,42310.7197265625,32.7430762430673
4,117.7477301448904,33.97093086276855,42640.7744140625,29.4369325362226
8,218.7441215720228,36.572411375022725,43300.8837890625,27.34301519650285
