seq_length,avg_time_ms,throughput,peak_memory_mb,memory_per_token_kb,estimated_gflops
128,67.8336226612056,58.90018382169782,48350.119140625,386800.953125,429.50197248
256,84.13781376059997,47.48653031804433,48367.62890625,193470.515625,859.00394496
512,130.42780893658278,30.633136266050172,48432.07861328125,96864.1572265625,1718.00788992
1024,243.21645552958918,16.42739524074112,48653.36767578125,48653.36767578125,3436.01577984
