batch_size,avg_time_ms,throughput,peak_memory_mb,latency_per_sample_ms
1,39.37557381643376,25.396455291342086,42148.6572265625,39.37557381643376
2,66.05713535362565,30.276820048180102,42309.6845703125,33.02856767681283
4,119.44773893677787,33.39338258261231,42639.7392578125,29.861934734194467
8,222.32149692063922,35.88284624016962,43299.8486328125,27.790187115079902
