seq_length,avg_time_ms,throughput,peak_memory_mb,memory_per_token_kb,estimated_gflops
128,25.23398935125115,158.0710837839063,42093.94921875,336751.59375,463.860662272
256,37.539170029458035,106.25605312567448,42146.4013671875,168585.60546875,927.721324544
512,63.90752819147003,62.41461933863709,42307.6806640625,84615.361328125,1855.442649088
1024,119.48252661844317,33.383660003119815,42639.7392578125,42639.7392578125,3710.885298176
