batch_size,avg_time_ms,throughput,peak_memory_mb,latency_per_sample_ms
1,63.97703914873061,15.630607688412246,48300.69775390625,63.97703914873061
2,83.472976601252,23.95985001893418,48343.21142578125,41.736488300626
4,128.99125904165288,31.009853146005423,48447.6689453125,32.24781476041322
8,251.75949001824983,31.776359252316908,48736.7548828125,31.46993625228123
