seq_length,avg_time_ms,throughput,peak_memory_mb,memory_per_token_kb,estimated_gflops
128,69.82508937964278,57.125083267086055,48350.009765625,386800.078125,429.50197248
256,84.3465689862712,47.29017543787771,48368.14453125,193472.578125,859.00394496
512,131.82606723871123,30.25777927305491,48431.34423828125,96862.6884765625,1718.00788992
1024,244.98618050907436,16.281587951839903,48653.25830078125,48653.25830078125,3436.01577984
