Length,Mamba_F1,Mamba_Time_ms,Mamba_Memory_MB,Gemma_F1,Gemma_Time_ms,Gemma_Memory_MB,Time_Speedup,Memory_Ratio,F1_Diff
1024,0.7894743576535865,1818.8698875660798,43954.12939453125,0.783969580829992,1277.122693903306,39296.56005859375,0.7021517606255429,0.8940356821965175,0.005504776823594515
2048,0.7899125767511102,3612.0275568079064,44717.75439453125,0.7837890594581127,2521.8901810822663,40350.69287109375,0.6981923978761009,0.9023416631142022,0.006123517292997427
4096,0.7838054280820835,7232.7746794773975,46247.50439453125,0.7756290736824921,5803.142987764799,44403.083984375,0.8023397997217997,0.9601184878124072,0.008176354399591412
512,0.7899563384656672,931.4245016146929,43573.31689453125,0.7894182810925701,611.4635795354843,38772.49365234375,0.656482171636528,0.889821946449295,0.0005380573730970895
