batch_size,avg_time_ms,throughput,peak_memory_mb,latency_per_sample_ms
1,63.59111691864444,15.72546683335275,48300.67041015625,63.59111691864444
2,83.12520016445202,23.99250791007172,48343.18408203125,41.56260008222601
4,128.7974829084418,30.9692701664,48447.6416015625,32.19937072711045
8,248.9354451497396,31.690500660295953,48736.7275390625,31.11693064371745
