seq_length,avg_time_ms,throughput,peak_memory_mb,memory_per_token_kb,estimated_gflops
128,66.2764860003182,60.18369840737587,48365.35791015625,386922.86328125,429.50197248
256,82.55569586593113,48.31603686584505,48384.74658203125,193538.986328125,859.00394496
512,128.44920694158318,31.053239953111206,48447.6416015625,96895.283203125,1718.00788992
1024,240.78514334860813,16.56565679041459,48668.2587890625,48668.2587890625,3436.01577984
